,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:AT5G47740,98.20594144,10.16260212,1.402540141,7.245854735,4.29720491273645e-13,1.13304931726508e-11
gene:AT1G05800,97.9443415,10.16173692,1.352803282,7.511614627,5.84025005592672e-14,1.6828313334802e-12
gene:AT1G21240,96.98248688,10.15198093,1.440187114,7.049070804,1.80116489980314e-12,4.50244441446895e-11
gene:AT1G61800,325.8487999,10.14935645,1.106422517,9.173128982,4.59484170047072e-20,2.12089959354102e-18
gene:AT1G14540,319.9642025,10.13139867,1.130643385,8.960737582,3.22513756521699e-19,1.39187102814567e-17
gene:AT1G33030,323.6032102,10.09216756,1.065811844,9.468995508,2.82547613395773e-21,1.37682948421313e-19
gene:AT3G14700,92.50369914,10.08154291,1.359446811,7.415915673,1.20787338641635e-13,3.36944158575969e-12
gene:AT3G05390,92.61021744,10.07744659,1.444092114,6.97839597,2.98569171091463e-12,7.33953947020239e-11
gene:AT5G42380,466.8674008,10.06445546,0.917320168,10.9715842,5.23470852614943e-28,3.84571258440169e-26
gene:AT5G48400,177.122699,10.05659467,1.281419656,7.848010306,4.22689486368083e-15,1.34700782013458e-13
gene:AT1G20310,89.94275548,10.03871265,1.417840918,7.080281383,1.43862049412651e-12,3.63870791996676e-11
gene:AT5G64890,89.77518994,10.03587811,1.362698792,7.364707571,1.77535610351634e-13,4.81975377721897e-12
gene:AT5G13080,445.9455676,10.02573489,0.914230377,10.96631127,5.54902756376536e-28,4.0611286139679e-26
gene:AT5G44990,88.35101886,10.01616632,1.38105812,7.25253063,4.0905569858352e-13,1.08301294172429e-11
gene:AT2G18193,3597.516323,9.99887429,0.371980401,26.88011052,3.75204795820354e-159,1.03170598713574e-155
gene:AT5G66400,87.29091935,9.994484587,1.366961332,7.311461088,2.64253053890228e-13,7.08404287086228e-12
gene:AT1G57630,456.5359677,9.978303851,0.899307976,11.09553581,1.31867431059146e-28,1.0193511297295e-26
gene:AT5G42830,869.0406843,9.96038696,0.661740122,15.05181056,3.3591342834204e-51,6.73506423825791e-49
gene:AT5G38310,84.91808056,9.958952372,1.415821209,7.034046605,2.00628061620036e-12,4.99571659775219e-11
gene:AT3G18250,84.77337232,9.95191944,1.489048406,6.683408948,2.33446927828362e-11,5.34290899743199e-10
gene:AT3G26830,4929.440291,9.947870163,0.338178617,29.41602359,3.42623712809619e-190,1.64870530603989e-186
gene:AT5G54450,84.28395842,9.947255163,1.375306029,7.232757622,4.73283659956648e-13,1.24620573007463e-11
gene:AT4G15150,83.61592422,9.92999477,1.498786803,6.625355087,3.46414429310087e-11,7.83523494166927e-10
gene:AT3G25573,156.5498392,9.878288695,1.29460794,7.630332233,2.3414949451373e-14,6.98745654325625e-13
gene:AT3G23220,77.71399273,9.826121265,1.435555052,6.844823714,7.65701034308235e-12,1.83539396119115e-10
gene:AT2G42065,76.14413533,9.801872123,1.413175798,6.936059999,4.03186418924806e-12,9.82345847020843e-11
gene:AT5G46295,76.1155962,9.800837475,1.495225244,6.554756557,5.57327206902862e-11,1.22599246611043e-09
gene:AT5G65600,383.8204438,9.778831312,0.917655507,10.65632063,1.62915738008836e-26,1.07023963317204e-24
gene:AT3G01840,73.34316333,9.743801877,1.490944117,6.535323333,6.34722658574767e-11,1.38516346170602e-09
gene:AT4G35190,140.6809028,9.729322504,1.310242948,7.425586618,1.12281160517638e-13,3.15501865349415e-12
gene:AT3G28610,71.02652792,9.700586766,1.424176731,6.811364455,9.66773611208444e-12,2.29450782596056e-10
gene:AT2G42480,131.7714843,9.624103887,1.298330764,7.412674919,1.2377703536652e-13,3.42800054206444e-12
gene:AT4G34210,67.3537261,9.618219821,1.464356453,6.568223058,5.09192268179791e-11,1.12802743144307e-09
gene:AT1G23840,66.68628652,9.603946165,1.458329327,6.585581177,4.53109442886113e-11,1.01412215775255e-09
gene:AT5G57123,129.9443921,9.601723861,1.305764852,7.353333063,1.93324412842502e-13,5.22627569998945e-12
gene:AT3G54530,66.34128993,9.600941825,1.423823207,6.743071596,1.55072744437116e-11,3.6092384340092e-10
gene:AT4G36950,65.81275459,9.58477066,1.466048346,6.537827136,6.24190078631989e-11,1.3637242489794e-09
gene:AT2G29460,1113.610858,9.577577549,0.531102552,18.03338643,1.06560824299166e-72,4.02173087472618e-70
gene:AT5G59510,64.54598189,9.559437842,1.421303872,6.725822698,1.74603069388393e-11,4.02968810502133e-10
gene:AT1G32960,64.5292595,9.558832095,1.436321628,6.655077739,2.83150351729314e-11,6.44217254147262e-10
gene:AT1G75945,63.68770472,9.541556192,1.422246282,6.708793204,1.96240536752595e-11,4.50885987066977e-10
gene:AT1G13520,63.33549851,9.53534158,1.492745639,6.387787265,1.68303248210956e-10,3.49084151030656e-09
gene:AT5G64810,632.8863698,9.530331549,1.540713109,6.185662659,6.18421298812715e-10,1.2183595864429e-08
gene:AT3G47480,558.8509077,9.519287432,0.7158392,13.29808068,2.37486530497602e-40,3.10961955035227e-38
gene:AT1G17180,312.7283521,9.461850984,0.937482985,10.09282422,5.94344465907671e-24,3.38459830763043e-22
gene:AT3G06490,117.4354119,9.458250635,1.302666638,7.260683859,3.85138146575659e-13,1.02250193728114e-11
gene:AT5G64905,114.2465613,9.431933907,1.395954557,6.756619592,1.41248398838335e-11,3.31959606940205e-10
gene:AT2G22880,201.7179476,9.431081385,1.131793895,8.332861153,7.89116883041834e-17,2.86043724383978e-15
gene:AT3G02840,113.6571817,9.422886103,1.365923775,6.898544616,5.2537990395455e-12,1.27361617019108e-10
gene:AT1G72520,2261.315226,9.41089468,0.383932577,24.51184206,1.1045371479078e-132,1.77167758524411e-129
gene:AT5G64790,57.7217831,9.401141519,1.467768543,6.405057232,1.50312984915379e-10,3.13458757708691e-09
gene:AT1G72760,57.87455129,9.399090532,1.493400559,6.293750511,3.09885753175048e-10,6.29612041166971e-09
gene:AT3G25655,56.9317191,9.378658243,1.450324796,6.466591668,1.0023803041591e-10,2.13472047997795e-09
gene:AT2G30766,108.6423867,9.350315361,1.360549225,6.872456498,6.310562816598e-12,1.51832141367348e-10
gene:AT4G40020,54.15201169,9.308437807,1.465727628,6.350728218,2.14298028311209e-10,4.39745037199803e-09
gene:AT1G78860,105.036224,9.306860321,1.557038624,5.977282888,2.26890010505422e-09,4.20730146648205e-08
gene:AT2G40113,104.4771811,9.295493065,1.319033294,7.047201239,1.82552219658904e-12,4.55741261218493e-11
gene:AT1G76470,302.3598129,9.280030816,0.97747794,9.493851921,2.22651245585008e-21,1.0932630548521e-19
gene:AT2G40180,103.8437432,9.273900834,1.612130476,5.752574603,8.78944596015806e-09,1.52826789377708e-07
gene:AT4G08770,738.7799035,9.266114699,0.592783436,15.63153445,4.43981284285496e-55,1.01735139999134e-52
gene:AT2G02320,51.81946157,9.242797331,1.478038662,6.253420543,4.01558909627241e-10,8.05125613802618e-09
gene:AT3G26500,101.0815866,9.237984605,1.418192686,6.513913588,7.3217628034179e-11,1.57992478071959e-09
gene:AT1G79680,1033.849854,9.23078523,1.371579294,6.730041252,1.69614992138015e-11,3.92869960129063e-10
gene:AT1G57650,50.84709631,9.213408324,1.508963622,6.105785581,1.02296264566022e-09,1.96506836363951e-08
gene:AT4G25380,50.06498783,9.198384476,1.606386537,5.726133945,1.02745110111879e-08,1.77049049188312e-07
gene:AT2G43000,173.624205,9.176452132,1.224141607,7.49623416,6.56774185927952e-14,1.88399247850093e-12
gene:AT4G09130,49.26648496,9.175834564,1.873927553,4.89657914,9.7519384546451e-07,1.24638320966141e-05
gene:AT5G22680,48.72345597,9.154711155,1.49052753,6.141926916,8.1526369080579e-10,1.58507025460908e-08
gene:AT2G13810,94.65745728,9.145016667,1.364036469,6.704378422,2.02265473966796e-11,4.64029301896649e-10
gene:AT1G05880,93.79411914,9.140626633,1.364022168,6.701230266,2.06672065874288e-11,4.7357427666051e-10
gene:AT2G39030,47.81375373,9.129986883,1.527144421,5.978469855,2.25243282308593e-09,4.18079334414252e-08
gene:AT5G62480,896.4464295,9.123831279,1.130605689,8.069861466,7.03779764963631e-16,2.35588746365565e-14
gene:AT3G15500,92.15778815,9.116205279,1.376875097,6.620938455,3.56925565508673e-11,8.05404839966113e-10
gene:AT5G04340,324.5946795,9.095033423,0.858544544,10.59354869,3.19254514963804e-26,2.08305454373671e-24
gene:AT1G32910,90.22358106,9.086166459,1.394172363,6.517247578,7.16091821003557e-11,1.55043142527294e-09
gene:AT5G38740,45.82664835,9.070656698,1.604705284,5.652537441,1.58096345569363e-08,2.6301110281064e-07
gene:AT4G34380,45.80639439,9.070087466,1.544721453,5.871665372,4.31438924462889e-09,7.79018425709352e-08
gene:AT5G46010,44.9989631,9.046044405,1.636132586,5.528918918,3.22210214556387e-08,5.10444626319452e-07
gene:AT2G42350,44.90020662,9.038358344,1.580331554,5.719279807,1.06976506476718e-08,1.83355636390371e-07
gene:AT1G53970,44.65421932,9.033167218,1.547552682,5.837066047,5.31280397056928e-09,9.47737264369948e-08
gene:AT4G28460,311.1793908,9.030931824,0.84264811,10.71732283,8.44112967915198e-27,5.60258151945922e-25
gene:AT1G13490,44.08115721,9.014752778,1.649297681,5.465813043,4.60789805748041e-08,7.14112897024018e-07
gene:AT1G04370,43.89279397,9.006835628,1.531172921,5.882311205,4.04576708341153e-09,7.32576903306728e-08
gene:AT5G13320,802.7390097,9.004587582,1.010271743,8.913035179,4.96542198530636e-19,2.11447881356586e-17
gene:AT3G27810,43.37371205,8.992559809,1.618072073,5.557576796,2.73545641785502e-08,4.38767209423944e-07
gene:AT4G21840,43.66005726,8.992016852,1.594856818,5.638134251,1.71902472249563e-08,2.83043523170196e-07
gene:AT1G74080,43.45798767,8.985720582,1.562968021,5.749139114,8.96989933542251e-09,1.55823666433405e-07
gene:AT2G25440,42.76975431,8.97128494,1.619708804,5.538825819,3.045063084908e-08,4.84391522795944e-07
gene:AT1G60500,83.3201151,8.968014256,1.375579463,6.519444711,7.05681444422105e-11,1.53133669021834e-09
gene:AT1G42980,42.69071958,8.966982845,1.570013025,5.711406658,1.12046147359262e-08,1.90855242864696e-07
gene:AT1G51920,42.5094139,8.957919784,1.580898141,5.666348484,1.45872702680162e-08,2.43517587266935e-07
gene:AT5G22545,303.1653704,8.948534279,0.823536862,10.86597904,1.67417730558803e-27,1.18472664624847e-25
gene:AT3G09405,488.3723777,8.94089623,0.654045928,13.67013515,1.53110560555238e-42,2.21584366132873e-40
gene:AT1G66600,82.22479293,8.938277394,1.439213497,6.21052916,5.2806475855653e-10,1.05001967693141e-08
gene:AT3G48850,377.975038,8.937307639,0.737551744,12.11753306,8.52878119426342e-34,8.37561124628481e-32
gene:AT4G01985,41.49415991,8.920880806,1.618685191,5.511189485,3.56416766660091e-08,5.60025299973342e-07
gene:AT2G45570,40.97359922,8.906389408,1.874287581,4.75187986,2.01534112653482e-06,2.47078254799632e-05
gene:AT4G18253,207.1609814,8.889291073,0.97008612,9.163404045,5.02855153881654e-20,2.31001336561195e-18
gene:AT1G76480,40.38592522,8.886134903,1.578716413,5.62870876,1.81563663190705e-08,2.97677801456106e-07
gene:AT3G25250,996.3302676,8.853884955,0.488904293,18.10964863,2.67450027965679e-73,1.07247461214237e-70
gene:AT5G56960,137.2270112,8.852085629,1.132207458,7.818430768,5.34858883239635e-15,1.69325062246653e-13
gene:AT2G38790,657.8766051,8.838834384,0.546434084,16.17548145,7.51083274416388e-59,1.9536284954009e-56
gene:AT4G11480,38.95035897,8.836030972,1.598869057,5.526425654,3.26820658843682e-08,5.17322700774934e-07
gene:AT4G33550,38.54493369,8.817569543,1.648144848,5.349996726,8.79558229833209e-08,1.32057229390247e-06
gene:AT3G10605,38.0237524,8.803943792,1.69471346,5.19494534,2.04779999083058e-07,2.92403963082396e-06
gene:AT2G26560,450.7192627,8.756860732,0.643871908,13.60031495,3.98712774006497e-42,5.56117643049062e-40
gene:AT2G32140,667.9466489,8.755715674,1.574917406,5.559476097,2.70585649388653e-08,4.35107149493132e-07
gene:AT5G25250,1118.457309,8.725208166,0.454280417,19.20665703,3.25567441323117e-82,1.74070058627426e-79
gene:AT4G18195,69.5404218,8.711028837,1.382132977,6.302598218,2.9269693994743e-10,5.96172560858004e-09
gene:AT1G70170,35.91435226,8.710006019,2.029154216,4.292431768,1.76726867309526e-05,0.00018065
gene:AT3G14710,35.31987782,8.687389689,1.72171725,5.045770255,4.51697916817348e-07,6.1227334527467e-06
gene:AT4G04540,123.8829644,8.684008524,1.209468095,7.180022823,6.96997823599169e-13,1.80320082105334e-11
gene:AT5G56510,67.50036168,8.66439389,1.462733026,5.923428085,3.15298647812791e-09,5.75793963292278e-08
gene:AT1G69930,307.6368612,8.650045695,0.800760219,10.80229199,3.35716966571266e-27,2.31608608335617e-25
gene:AT3G23250,996.6718439,8.635649837,0.454080304,19.01789126,1.21263523796769e-80,5.83520076510054e-78
gene:AT4G21390,1520.121702,8.61508121,1.570094394,5.486982977,4.08856516080793e-08,6.37220260852073e-07
gene:AT5G60350,33.43716746,8.60775878,1.640729203,5.24630071,1.55183539705557e-07,2.24078977663357e-06
gene:AT3G44860,435.2553349,8.599643336,1.679436837,5.12055181,3.04642902543631e-07,4.24602939041261e-06
gene:AT4G14368,32.90035087,8.592754088,1.669585871,5.146638001,2.65196386763623e-07,3.73135968744607e-06
gene:AT1G53625,377.7736159,8.575809623,0.768424821,11.16024547,6.38151314105047e-29,5.09673713439583e-27
gene:AT1G53990,32.5690153,8.568875255,1.963516106,4.364046329,1.27678519223433e-05,0.000134146
gene:AT4G28085,63.1760947,8.559449809,1.495481461,5.723541234,1.0432623173753e-08,1.79292081114641e-07
gene:AT3G23122,63.08649856,8.559135846,1.434305265,5.967443651,2.40999474933934e-09,4.45605945583896e-08
gene:AT4G39580,61.76205931,8.54471719,1.469475526,5.814807419,6.07037302827823e-09,1.07788321077767e-07
gene:AT4G28140,61.96039031,8.531180895,1.42255899,5.99706652,2.0091377524058e-09,3.74364796305003e-08
gene:AT2G31018,31.37662284,8.52006824,1.700161722,5.011328117,5.40556535913304e-07,7.23548831937363e-06
gene:AT3G27809,31.04388165,8.511564129,1.765338776,4.821490494,1.42489512020897e-06,1.7809338489469e-05
gene:AT1G51330,31.16851354,8.507784626,1.665721975,5.107565822,3.26335436323724e-07,4.5221774502225e-06
gene:AT5G41730,30.24275998,8.473363049,1.930563595,4.389061862,1.13840685519418e-05,0.000121128
gene:AT2G24850,457.3627918,8.469422081,0.642936758,13.17302514,1.25467729961445e-39,1.58881767519599e-37
gene:AT4G40080,30.36924564,8.468348007,1.787561609,4.737374066,2.16505312686561e-06,2.63585974610432e-05
gene:AT1G52890,152.9482012,8.462384051,1.062489688,7.964674056,1.6565985180548e-15,5.42282453665285e-14
gene:AT1G47130,29.87214802,8.455913854,1.816185312,4.655865124,3.22623096755246e-06,3.83776148642869e-05
gene:AT2G30840,29.99235988,8.451061086,1.692679823,4.992710949,5.95376285164047e-07,7.90331223230177e-06
gene:AT1G01480,1401.688878,8.442929958,0.410149527,20.58500473,3.74001067031887e-94,2.57099019222491e-91
gene:AT1G69790,203.9614197,8.420599324,0.857488634,9.820071063,9.22784725791601e-23,4.94756557159798e-21
gene:AT1G15385,29.16718834,8.418739917,1.693595343,4.970927649,6.66333136910151e-07,8.77863122467255e-06
gene:AT5G62830,29.16542256,8.418389105,1.690956097,4.978478814,6.40859565795913e-07,8.47784530751871e-06
gene:AT3G54150,574.2738282,8.394396658,0.535895856,15.66423134,2.65621548209688e-55,6.15985971077117e-53
gene:AT2G29350,28.40438333,8.375065566,1.683735884,4.974096974,6.55524898397487e-07,8.64215290709234e-06
gene:AT4G18203,28.22637867,8.373034987,2.283311537,3.667057628,0.000245358,0.001885286
gene:AT3G23123,54.74330864,8.352151102,1.449244866,5.763105528,8.25801243067905e-09,1.43976651508796e-07
gene:AT1G09932,740.389251,8.34986222,0.57314326,14.56854298,4.45287036596097e-48,8.08574045320912e-46
gene:AT5G37420,27.52125581,8.333021662,1.708266148,4.878058184,1.07135324758157e-06,1.36030402271539e-05
gene:AT3G49540,27.38197266,8.322075399,1.690932349,4.921589799,8.58439967354904e-07,1.10745660131684e-05
gene:AT4G28940,27.25635281,8.321276988,1.963570465,4.237829575,2.25690978029507e-05,0.000224734
gene:AT1G14686,27.0932654,8.313045477,2.244017633,3.70453661,0.000211778,0.001652328
gene:AT2G18690,1536.622118,8.30617549,1.184826508,7.010457174,2.37540646358505e-12,5.88440458315124e-11
gene:AT1G10585,91.27465454,8.291544911,1.253198216,6.616307623,3.68281593951883e-11,8.30056688569772e-10
gene:AT4G14450,26.40154352,8.274486484,2.187724888,3.782233556,0.000155427,0.001261242
gene:AT5G67430,26.39550937,8.273444015,1.833642337,4.512027153,6.42109655761594e-06,7.19821004898029e-05
gene:AT3G48520,26.3182874,8.267729968,1.777346501,4.651726585,3.29167326899588e-06,3.91099549886622e-05
gene:AT2G41690,26.11705373,8.256861727,1.713432224,4.818901857,1.44350535474262e-06,1.80185415486939e-05
gene:AT4G00540,51.12208444,8.251464924,1.469347943,5.615732448,1.95731328887105e-08,3.18734062471996e-07
gene:AT3G50280,26.05771252,8.248712762,2.296413826,3.591997518,0.000328153,0.00243684
gene:AT4G18990,26.00880117,8.248002178,1.780538884,4.632306687,3.6161393707383e-06,4.26230560979613e-05
gene:AT5G25910,176.7243984,8.246506492,0.957522671,8.612335499,7.15869778575673e-18,2.8351978390997e-16
gene:AT3G09940,50.95149472,8.243181315,1.464747322,5.627715573,1.82611872958449e-08,2.99141560059934e-07
gene:AT2G34500,383.4926172,8.232488961,0.633687121,12.99140962,1.36882437676845e-38,1.67816124866491e-36
gene:AT5G37500,398.7680543,8.222120135,1.611498183,5.102159111,3.35800241804935e-07,4.64330679185445e-06
gene:AT1G28375,25.52103645,8.221917493,1.733291429,4.743528617,2.10027258171996e-06,2.56347791077652e-05
gene:AT2G47520,169.2932861,8.211509951,0.947359551,8.667786102,4.40603451491368e-18,1.78918464858773e-16
gene:AT1G59590,305.1198558,8.210781425,0.761138636,10.78749788,3.94380892601724e-27,2.71108693599928e-25
gene:AT2G15490,755.1009,8.190424338,0.493456633,16.59806313,7.19762556777133e-62,2.03735142541857e-59
gene:AT1G24140,388.0727733,8.188547406,0.655189305,12.49798698,7.65655747640318e-36,8.14217780695074e-34
gene:AT5G24600,24.32088546,8.157896265,2.035218604,4.008363646,6.11409237727451e-05,0.000547113
gene:AT5G55150,212.2293482,8.145321891,0.884521006,9.208737656,3.29982604986307e-20,1.54162747106224e-18
gene:AT3G49845,46.71777673,8.137545982,1.468883413,5.539953621,3.02551763293054e-08,4.81680425133556e-07
gene:AT5G66640,689.036356,8.135197299,0.537654846,15.13089181,1.01313070925394e-51,2.0527094622863e-49
gene:AT5G38900,280.3137155,8.130072995,0.732071834,11.10556726,1.17866530408966e-28,9.2223373061454e-27
gene:AT2G18190,23.58051619,8.101437022,1.969556703,4.113330177,3.89991963556733e-05,0.000367429
gene:AT4G37390,45.46426614,8.100401966,1.613506987,5.020369933,5.15720619964443e-07,6.93197660130977e-06
gene:AT4G04500,45.99154294,8.096359865,1.517652075,5.334793131,9.56535459926828e-08,1.42613435574528e-06
gene:AT5G28646,332.6488624,8.08774698,0.735479641,10.99656132,3.96982855381076e-28,2.92763448290228e-26
gene:AT2G32200,23.2687845,8.085772335,1.909654284,4.234155052,2.29412625606613e-05,0.000228085
gene:AT4G11170,222.3409025,8.072135117,0.790222853,10.21501098,1.69859922083953e-24,9.84778247069856e-23
